scenario,mean_rel_width90
total_plus_immune_2arm,0.8640584796056449
total_plus_lymph_2arm,0.9653322352042082
total_4arm,0.9994049288013829
total_2arm,1.031652891804873
total_plus_trigger_2arm,1.0358204576606949
