scenario,mean_rel_width90
startvol_mixed_4arm_plus_immune,0.8853893710213536
startvol_mixed_4arm_d10,0.9020197194144346
startvol_partial_pair_d10,1.032732591432866
startvol_full_pair_d10,1.0699419858602095
